UniqueJobsID,VMtype,GpuType,GpuNumber,maxGpuNumber,cost,ExecutionTime
JJ1,Standard_NC6,K80,1,1,0.56,56593.0075776
JJ1,Standard_NC12,K80,1,2,1.13,56593.0075776
JJ1,Standard_NC12,K80,2,2,1.13,57811.5994023
JJ1,Standard_NC24,K80,1,4,2.25,56593.0075776
JJ1,Standard_NC24,K80,2,4,2.25,57811.5994023
JJ1,Standard_NC24,K80,3,4,2.25,64174.36578269999
JJ1,Standard_NC24,K80,4,4,2.25,71823.17579970001
JJ1,Standard_NC24X,K80,1,8,4.48,56593.0075776
JJ1,Standard_NC24X,K80,2,8,4.48,57811.5994023
JJ1,Standard_NC24X,K80,3,8,4.48,64174.36578269999
JJ1,Standard_NC24X,K80,4,8,4.48,71823.17579970001
JJ1,Standard_NC24X,K80,5,8,4.48,79986.4032825
JJ1,Standard_NC24X,K80,6,8,4.48,88406.8394796
JJ1,Standard_NC24X,K80,7,8,4.48,96974.252142
JJ1,Standard_NC24X,K80,8,8,4.48,105633.52501499999
JJ1,Standard_NV6,M60,1,1,0.62,50880.78556229999
JJ1,Standard_NV12,M60,1,2,1.24,50880.78556229999
JJ1,Standard_NV12,M60,2,2,1.24,51814.424884800006
JJ1,Standard_NV24,M60,1,4,2.48,50880.78556229999
JJ1,Standard_NV24,M60,2,4,2.48,51814.424884800006
JJ1,Standard_NV24,M60,3,4,2.48,56686.3206621
JJ1,Standard_NV24,M60,4,4,2.48,62542.7805438
JJ1,Standard_NV24X,M60,1,8,4.96,50880.78556229999
JJ1,Standard_NV24X,M60,2,8,4.96,51814.424884800006
JJ1,Standard_NV24X,M60,3,8,4.96,56686.3206621
JJ1,Standard_NV24X,M60,4,8,4.96,62542.7805438
JJ1,Standard_NV24X,M60,5,8,4.96,68793.0660747
JJ1,Standard_NV24X,M60,6,8,4.96,75240.2644302
JJ1,Standard_NV24X,M60,7,8,4.96,81799.9843971
JJ1,Standard_NV24X,M60,8,8,4.96,88430.0303688
JJ1,In-house server 3,Quadro P600,1,8,0.44,143832.67339799998
JJ1,In-house server 3,Quadro P600,2,8,0.44,149403.19000200002
JJ1,In-house server 3,Quadro P600,3,8,0.44,178535.213733
JJ1,In-house server 3,Quadro P600,4,8,0.44,213557.614362
JJ1,In-house server 3,Quadro P600,5,8,0.44,250936.16561999999
JJ1,In-house server 3,Quadro P600,6,8,0.44,289492.792239
JJ1,In-house server 3,Quadro P600,7,8,0.44,328722.604845
JJ1,In-house server 3,Quadro P600,8,8,0.44,368373.158565
JJ1,In-house server 1,Quadro P600,1,2,0.11,143832.67339799998
JJ1,In-house server 1,Quadro P600,2,2,0.11,149403.19000200002
JJ1,In-house server 2,GTX 1080Ti,1,8,1.13,44571.298361099995
JJ1,In-house server 2,GTX 1080Ti,2,8,1.13,45190.1907993
JJ1,In-house server 2,GTX 1080Ti,3,8,1.13,48415.3317729
JJ1,In-house server 2,GTX 1080Ti,4,8,1.13,52292.034894300006
JJ1,In-house server 2,GTX 1080Ti,5,8,1.13,56429.3628618
JJ1,In-house server 2,GTX 1080Ti,6,8,1.13,60697.003257000004
JJ1,In-house server 2,GTX 1080Ti,7,8,1.13,65039.1078966
JJ1,In-house server 2,GTX 1080Ti,8,8,1.13,69427.75269359999
JJ2,Standard_NC6,K80,1,1,0.56,91136.7285465
JJ2,Standard_NC12,K80,1,2,1.13,91136.7285465
JJ2,Standard_NC12,K80,2,2,1.13,93329.8229835
JJ2,Standard_NC24,K80,1,4,2.25,91136.7285465
JJ2,Standard_NC24,K80,2,4,2.25,93329.8229835
JJ2,Standard_NC24,K80,3,4,2.25,104280.590565
JJ2,Standard_NC24,K80,4,4,2.25,117420.77653
JJ2,Standard_NC24X,K80,1,8,4.48,91136.7285465
JJ2,Standard_NC24X,K80,2,8,4.48,93329.8229835
JJ2,Standard_NC24X,K80,3,8,4.48,104280.590565
JJ2,Standard_NC24X,K80,4,8,4.48,117420.77653
JJ2,Standard_NC24X,K80,5,8,4.48,131436.729685
JJ2,Standard_NC24X,K80,6,8,4.48,145890.566625
JJ2,Standard_NC24X,K80,7,8,4.48,160594.62273499998
JJ2,Standard_NC24X,K80,8,8,4.48,175455.06585
JJ2,Standard_NV6,M60,1,1,0.62,81969.55240150001
JJ2,Standard_NV12,M60,1,2,1.24,81969.55240150001
JJ2,Standard_NV12,M60,2,2,1.24,83681.152268
JJ2,Standard_NV24,M60,1,4,2.48,81969.55240150001
JJ2,Standard_NV24,M60,2,4,2.48,83681.152268
JJ2,Standard_NV24,M60,3,4,2.48,92223.28414
JJ2,Standard_NV24,M60,4,4,2.48,102473.04903
JJ2,Standard_NV24X,M60,1,8,4.96,81969.55240150001
JJ2,Standard_NV24X,M60,2,8,4.96,83681.152268
JJ2,Standard_NV24X,M60,3,8,4.96,92223.28414
JJ2,Standard_NV24X,M60,4,8,4.96,102473.04903
JJ2,Standard_NV24X,M60,5,8,4.96,113405.867055
JJ2,Standard_NV24X,M60,6,8,4.96,124680.211695
JJ2,Standard_NV24X,M60,7,8,4.96,136149.71445499998
JJ2,Standard_NV24X,M60,8,8,4.96,147741.190945
JJ2,In-house server 3,Quadro P600,1,8,0.44,231142.03304
JJ2,In-house server 3,Quadro P600,2,8,0.44,240688.73257
JJ2,In-house server 3,Quadro P600,3,8,0.44,288425.28637
JJ2,In-house server 3,Quadro P600,4,8,0.44,345709.30369
JJ2,In-house server 3,Quadro P600,5,8,0.44,406812.30638
JJ2,In-house server 3,Quadro P600,6,8,0.44,469824.80185
JJ2,In-house server 3,Quadro P600,7,8,0.44,533928.43597
JJ2,In-house server 3,Quadro P600,8,8,0.44,598714.0318649999
