Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime
pytorch_vgg19,130000,149,8,J65,JJ1,0,1409656.9251542862,0.0126159034768617,43269.3694076,7080016.061679999
pytorch_alexnet,130000,833,512,J11,JJ2,5103,406751.73025364405,0.004894678936809083,56396.9418628,327069.7952853333
tf_alexnet,130000,304,512,J107,JJ3,10189,276399.45046543394,0.010363662286531364,48565.48844480001,401382.9651648
pytorch_alexnet,130000,2943,256,J10,JJ4,15169,1225124.1331736355,0.014520754101177698,43210.50346134,1214781.5104128001
tf_alexnet,130000,296,256,J98,JJ5,20055,307476.8037188169,0.004599929199952936,52345.04360586666,426516.3039626667
pytorch_alexnet,130000,670,512,J23,JJ6,25103,502773.0134501896,0.009847487829061426,45257.09016366667,262976.3042666667
pytorch_resnet50,130000,257,64,J52,JJ7,30167,2399877.3428221615,0.012935874109603344,43306.7239238,1370149.778672
tf_alexnet,130000,475,1024,J92,JJ8,35041,919271.8671473012,0.014836053407612036,71843.8639525,598714.0318649999
pytorch_vgg19,130000,150,8,J80,JJ9,40061,3243635.162811252,0.009264179268881043,43232.47878500001,7131058.45
pytorch_vgg19,130000,150,8,J77,JJ10,45051,13005150.89413576,0.007324783300402106,43245.57034800001,7130917.428
pytorch_resnet50,130000,3713,32,J63,JJ11,49952,36838377.21247858,0.009176295009154227,43208.636603665,20333402.772182498
pytorch_vgg19,130000,224,16,J78,JJ12,54889,2339766.279498121,0.01391155603503447,43265.81622272,6314001.811712
pytorch_resnet50,130000,256,64,J40,JJ13,59898,2438706.1328835404,0.004213332034499695,43261.107072,1365253.422336
tf_alexnet,130000,446,1024,J96,JJ14,64944,844255.7719021849,0.007731717593238821,67447.8066806,562059.648888
tf_alexnet,130000,446,1024,J96,JJ15,69874,963103.1907281781,0.012348351959964407,67447.8066806,562059.648888
tf_resnet50,130000,133,64,J132,JJ16,74833,925788.9824605685,0.005272329060541063,88774.893998,560058.7045433333
pytorch_resnet50,130000,2499,32,J35,JJ17,79823,25707339.612470184,0.009769795243607108,43200.21195042,13690928.477184001
tf_alexnet,130000,331,256,J110,JJ18,84897,844180.7729975613,0.005765371332606919,58532.87687703334,476949.592244
pytorch_vgg19,130000,224,16,J81,JJ19,89959,5576800.546916824,0.008042311624256053,43255.97426453333,6314222.748586666
pytorch_resnet50,130000,88,16,J38,JJ20,94925,948690.7961856232,0.006387698605557227,110015.323704,507584.57015199994
pytorch_alexnet,130000,1176,512,J19,JJ21,99942,656914.2294135876,0.014661430919450238,79472.90272991998,461614.95020256005
tf_alexnet,130000,296,256,J98,JJ22,104902,194125.2809510661,0.0056232014806387185,52345.04360586666,426516.3039626667
pytorch_alexnet,130000,1425,1024,J12,JJ23,109941,562556.5539013059,0.01020610188932761,73949.797666,545517.69706
pytorch_resnet50,130000,41,16,J50,JJ24,114918,191492.41536276683,0.005939779717161774,51253.336252,236474.82079599999
pytorch_vgg19,130000,224,16,J78,JJ25,119936,2139026.0068034125,0.013159874117744313,43265.81622272,6314001.811712
tf_alexnet,130000,342,128,J105,JJ26,124870,1220415.9788420063,0.006731994122667203,72163.3886568,575303.508684
tf_alexnet,130000,417,256,J102,JJ27,129922,1078633.2872505486,0.010905158807102428,73741.83162075,600869.6412555
pytorch_resnet50,130000,26,8,J49,JJ28,134887,220917.7912896091,0.004975248410717934,44738.1286248,165114.394432
tf_resnet50,130000,83,16,J150,JJ29,139902,387798.11722099024,0.011968717937710961,98251.57035924998,473607.5035
tf_vgg19,130000,14,32,J173,JJ30,144814,873652.0437458081,0.011142512293081979,45374.52564,685009.966
tf_resnet50,130000,112,64,J144,JJ31,149806,691225.1304826216,0.010071071194815488,74790.31418133334,471270.7656533334
tf_resnet50,130000,54,8,J149,JJ32,154751,452318.53582783224,0.005739713191596687,98327.380383,418859.65215
tf_vgg19,130000,14,32,J176,JJ33,159695,745742.418445602,0.010378024789312733,45374.453635,685011.5464499999
tf_resnet50,130000,86,64,J140,JJ34,164754,481097.5131341379,0.014333148292291445,57423.28452879999,361923.543456
pytorch_vgg19,130000,150,8,J80,JJ35,169690,7830370.577569596,0.013414467758522862,43232.47878500001,7131058.45
pytorch_alexnet,130000,972,1024,J4,JJ36,174721,866478.6622520945,0.010165992570731305,51759.161954639996,373270.5585648
pytorch_resnet50,130000,43,8,J41,JJ37,179688,341788.197267769,0.014188363050535942,73993.90297733333,273075.70574400004
pytorch_vgg19,130000,150,8,J71,JJ38,184639,6956971.906460262,0.013036850521287946,43297.9366,7130353.348
pytorch_vgg19,130000,5977,32,J67,JJ39,189576,196188102.58412385,0.011288873261934815,43204.365916819996,133994803.6965
tf_resnet50,130000,29,8,J137,JJ40,194568,502890.2596192905,0.011048670342557625,52807.18895,224936.91590400002
tf_resnet50,130000,112,64,J144,JJ41,199518,1099495.7259409796,0.012242129579927229,74790.31418133334,471270.7656533334
tf_vgg19,130000,7,8,J165,JJ42,204491,983151.1579256775,0.013327640954794374,43954.86592,577069.21776
tf_alexnet,130000,339,512,J119,JJ43,209417,275361.1723664476,0.003814611891518262,54156.041319225005,447591.15886275005
pytorch_alexnet,130000,1164,128,J13,JJ44,214382,698623.8786591215,0.013194013183400143,45515.74218738,527597.2401432
tf_resnet50,130000,137,64,J128,JJ45,219384,420978.57182057394,0.014798908731247007,91405.0504952,577340.0178179999
pytorch_alexnet,130000,2960,256,J30,JJ46,224441,1075013.6551535428,0.013700619022928805,43207.34757959999,1221584.64662
tf_alexnet,130000,285,512,J91,JJ47,229516,428635.0677614352,0.007596801620259598,45537.933708900004,376329.35882100003
pytorch_alexnet,130000,669,512,J7,JJ48,234571,493591.5612222273,0.014343574582657774,45397.62243729,262769.6023074
pytorch_alexnet,130000,1164,128,J13,JJ49,239549,342080.836398387,0.0057738096779489274,45515.74218738,527597.2401432
pytorch_resnet50,130000,257,64,J60,JJ50,244557,1338175.200028985,0.011388343371142855,43283.22451934286,1370066.6042199999
pytorch_alexnet,130000,2960,256,J30,JJ51,249608,2463430.557663059,0.008797901867741906,43207.34757959999,1221584.64662
pytorch_resnet50,130000,257,64,J60,JJ52,254588,2019978.722278557,0.00572852162523778,43283.22451934286,1370066.6042199999
tf_resnet50,130000,95,32,J147,JJ53,259768,735412.3212150303,0.01243390227984232,79791.4994542857,445393.66338571423
