UniqueJobsID,VMtype,GpuType,GpuNumber,maxGpuNumber,cost,ExecutionTime
JJ1,Standard_NC6,K80,1,1,0.56,85919.96491519999
JJ1,Standard_NC12,K80,1,2,1.13,85919.96491519999
JJ1,Standard_NC12,K80,2,2,1.13,87989.025088
JJ1,Standard_NC24,K80,1,4,2.25,85919.96491519999
JJ1,Standard_NC24,K80,2,4,2.25,87989.025088
JJ1,Standard_NC24,K80,3,4,2.25,98325.9936384
JJ1,Standard_NC24,K80,4,4,2.25,110729.9392896
JJ1,Standard_NC24X,K80,1,8,4.48,85919.96491519999
JJ1,Standard_NC24X,K80,2,8,4.48,87989.025088
JJ1,Standard_NC24X,K80,3,8,4.48,98325.9936384
JJ1,Standard_NC24X,K80,4,8,4.48,110729.9392896
JJ1,Standard_NC24X,K80,5,8,4.48,123960.67576320001
JJ1,Standard_NC24X,K80,6,8,4.48,137604.80768000003
JJ1,Standard_NC24X,K80,7,8,4.48,151485.165568
JJ1,Standard_NC24X,K80,8,8,4.48,165513.164544
JJ1,Standard_NV6,M60,1,1,0.62,77283.12846080001
JJ1,Standard_NV12,M60,1,2,1.24,77283.12846080001
JJ1,Standard_NV12,M60,2,2,1.24,78899.4307968
JJ1,Standard_NV24,M60,1,4,2.48,77283.12846080001
JJ1,Standard_NV24,M60,2,4,2.48,78899.4307968
JJ1,Standard_NV24,M60,3,4,2.48,86965.3629696
JJ1,Standard_NV24,M60,4,4,2.48,96643.702592
JJ1,Standard_NV24X,M60,1,8,4.96,77283.12846080001
JJ1,Standard_NV24X,M60,2,8,4.96,78899.4307968
JJ1,Standard_NV24X,M60,3,8,4.96,86965.3629696
JJ1,Standard_NV24X,M60,4,8,4.96,96643.702592
JJ1,Standard_NV24X,M60,5,8,4.96,106967.00519679999
JJ1,Standard_NV24X,M60,6,8,4.96,117612.7892992
JJ1,Standard_NV24X,M60,7,8,4.96,128442.84851200001
JJ1,Standard_NV24X,M60,8,8,4.96,139388.079744
JJ1,In-house server 3,Quadro P600,1,8,0.44,217825.67910399998
JJ1,In-house server 3,Quadro P600,2,8,0.44,226809.464064
JJ1,In-house server 3,Quadro P600,3,8,0.44,271830.738432
JJ1,In-house server 3,Quadro P600,4,8,0.44,325861.385088
JJ1,In-house server 3,Quadro P600,5,8,0.44,383495.78060800006
JJ1,In-house server 3,Quadro P600,6,8,0.44,442932.05068800005
JJ1,In-house server 3,Quadro P600,7,8,0.44,503397.96339199995
JJ1,In-house server 3,Quadro P600,8,8,0.44,564507.4026240001
JJ1,In-house server 1,Quadro P600,1,2,0.11,217825.67910399998
JJ1,In-house server 1,Quadro P600,2,2,0.11,226809.464064
JJ1,In-house server 2,GTX 1080Ti,1,8,1.13,67743.2315904
JJ1,In-house server 2,GTX 1080Ti,2,8,1.13,68859.436096
JJ1,In-house server 2,GTX 1080Ti,3,8,1.13,74416.87420159999
JJ1,In-house server 2,GTX 1080Ti,4,8,1.13,81084.6207232
JJ1,In-house server 2,GTX 1080Ti,5,8,1.13,88196.49058560001
JJ1,In-house server 2,GTX 1080Ti,6,8,1.13,95530.422144
JJ1,In-house server 2,GTX 1080Ti,7,8,1.13,102991.24608
JJ1,In-house server 2,GTX 1080Ti,8,8,1.13,110531.3777664
JJ2,Standard_NC6,K80,1,1,0.56,62454.66096685715
JJ2,Standard_NC12,K80,1,2,1.13,62454.66096685715
JJ2,Standard_NC12,K80,2,2,1.13,63117.47538857142
JJ2,Standard_NC24,K80,1,4,2.25,62454.66096685715
JJ2,Standard_NC24,K80,2,4,2.25,63117.47538857142
JJ2,Standard_NC24,K80,3,4,2.25,68033.89732342857
JJ2,Standard_NC24,K80,4,4,2.25,74013.72112
JJ2,Standard_NC24X,K80,1,8,4.48,62454.66096685715
JJ2,Standard_NC24X,K80,2,8,4.48,63117.47538857142
JJ2,Standard_NC24X,K80,3,8,4.48,68033.89732342857
JJ2,Standard_NC24X,K80,4,8,4.48,74013.72112
JJ2,Standard_NC24X,K80,5,8,4.48,80418.905648
JJ2,Standard_NC24X,K80,6,8,4.48,87036.770608
JJ2,Standard_NC24X,K80,7,8,4.48,93776.16717714285
JJ2,Standard_NC24X,K80,8,8,4.48,100591.52101028572
JJ2,Standard_NV6,M60,1,1,0.62,56039.03022788571
JJ2,Standard_NV12,M60,1,2,1.24,56039.03022788571
JJ2,Standard_NV12,M60,2,2,1.24,56449.60565897143
JJ2,Standard_NV24,M60,1,4,2.48,56039.03022788571
JJ2,Standard_NV24,M60,2,4,2.48,56449.60565897143
JJ2,Standard_NV24,M60,3,4,2.48,59744.165301485715
JJ2,Standard_NV24,M60,4,4,2.48,63759.7209952
JJ2,Standard_NV24X,M60,1,8,4.96,56039.03022788571
JJ2,Standard_NV24X,M60,2,8,4.96,56449.60565897143
JJ2,Standard_NV24X,M60,3,8,4.96,59744.165301485715
JJ2,Standard_NV24X,M60,4,8,4.96,63759.7209952
JJ2,Standard_NV24X,M60,5,8,4.96,68063.67512000001
JJ2,Standard_NV24X,M60,6,8,4.96,72511.82842057143
JJ2,Standard_NV24X,M60,7,8,4.96,77042.38129371428
JJ2,Standard_NV24X,M60,8,8,4.96,81624.43392457144
JJ2,In-house server 3,Quadro P600,1,8,0.44,160437.10626514288
JJ2,In-house server 3,Quadro P600,2,8,0.44,164952.2298125714
JJ2,In-house server 3,Quadro P600,3,8,0.44,194638.4739474286
JJ2,In-house server 3,Quadro P600,4,8,0.44,230617.4981462857
JJ2,In-house server 3,Quadro P600,5,8,0.44,269113.634384
JJ2,In-house server 3,Quadro P600,6,8,0.44,308868.3266742857
JJ2,In-house server 3,Quadro P600,7,8,0.44,349342.1938422857
JJ2,In-house server 3,Quadro P600,8,8,0.44,390265.5453005714
JJ2,In-house server 1,Quadro P600,1,2,0.11,160437.10626514288
JJ2,In-house server 1,Quadro P600,2,2,0.11,164952.2298125714
JJ2,In-house server 2,GTX 1080Ti,1,8,1.13,48952.58648937143
JJ2,In-house server 2,GTX 1080Ti,2,8,1.13,49084.54903062857
JJ2,In-house server 2,GTX 1080Ti,3,8,1.13,50587.66581508571
JJ2,In-house server 2,GTX 1080Ti,4,8,1.13,52433.571170285715
JJ2,In-house server 2,GTX 1080Ti,5,8,1.13,54416.59194582857
JJ2,In-house server 2,GTX 1080Ti,6,8,1.13,56468.17043154286
JJ2,In-house server 2,GTX 1080Ti,7,8,1.13,58558.92475542857
JJ2,In-house server 2,GTX 1080Ti,8,8,1.13,60674.16397485713
JJ3,Standard_NC6,K80,1,1,0.56,6657848.884724
JJ3,Standard_NC6,K80,1,1,0.56,6657813.3677010005
JJ3,Standard_NC6,K80,1,1,0.56,6657795.609794334
JJ3,Standard_NC12,K80,1,2,1.13,6657848.884724
JJ3,Standard_NC12,K80,1,2,1.13,6657813.3677010005
JJ3,Standard_NC12,K80,1,2,1.13,6657795.609794334
JJ3,Standard_NC12,K80,2,2,1.13,4575441.396387
JJ3,Standard_NC12,K80,2,2,1.13,4575423.637270668
JJ3,Standard_NC12,K80,2,2,1.13,4575414.758317334
JJ3,Standard_NC24,K80,1,4,2.25,6657848.884724
JJ3,Standard_NC24,K80,1,4,2.25,6657813.3677010005
JJ3,Standard_NC24,K80,1,4,2.25,6657795.609794334
JJ3,Standard_NC24,K80,2,4,2.25,4575441.396387
JJ3,Standard_NC24,K80,2,4,2.25,4575423.637270668
JJ3,Standard_NC24,K80,2,4,2.25,4575414.758317334
JJ3,Standard_NC24,K80,3,4,2.25,3795875.1630230006
JJ3,Standard_NC24,K80,3,4,2.25,3795863.324015333
JJ3,Standard_NC24,K80,3,4,2.25,3795857.403906667
JJ3,Standard_NC24,K80,4,4,2.25,3342019.242495
JJ3,Standard_NC24,K80,4,4,2.25,3342010.3635416664
JJ3,Standard_NC24,K80,4,4,2.25,3342005.9240650004
JJ3,Standard_NC24X,K80,1,8,4.48,6657848.884724
JJ3,Standard_NC24X,K80,1,8,4.48,6657813.3677010005
JJ3,Standard_NC24X,K80,1,8,4.48,6657795.609794334
JJ3,Standard_NC24X,K80,2,8,4.48,4575441.396387
JJ3,Standard_NC24X,K80,2,8,4.48,4575423.637270668
JJ3,Standard_NC24X,K80,2,8,4.48,4575414.758317334
JJ3,Standard_NC24X,K80,3,8,4.48,3795875.1630230006
JJ3,Standard_NC24X,K80,3,8,4.48,3795863.324015333
JJ3,Standard_NC24X,K80,3,8,4.48,3795857.403906667
JJ3,Standard_NC24X,K80,4,8,4.48,3342019.242495
JJ3,Standard_NC24X,K80,4,8,4.48,3342010.3635416664
JJ3,Standard_NC24X,K80,4,8,4.48,3342005.9240650004
JJ3,Standard_NC24X,K80,5,8,4.48,3018447.4485529996
JJ3,Standard_NC24X,K80,5,8,4.48,3018440.3453903333
JJ3,Standard_NC24X,K80,5,8,4.48,3018436.7938090004
JJ3,Standard_NC24X,K80,6,8,4.48,2760017.716694333
JJ3,Standard_NC24X,K80,6,8,4.48,2760011.7977953334
