Application,Images,Epochs,Batchsize,Jobs,UniqueJobsID,SubmissionTime,Deadline,Tardinessweight,MinExecTime,MaxExecTime
tf_alexnet,130000,370,1024,J108,JJ1,0,605848.0532564986,0.0030637362404594723,55949.580266000004,466232.23750800005
pytorch_alexnet,130000,2957,256,J22,JJ2,6414,982176.0213232762,0.013187672030786055,43214.05668984001,1220389.301204
pytorch_alexnet,130000,727,512,J15,JJ3,12688,78312.70802158254,0.009407939049846731,49163.85020354999,285399.39235125
tf_resnet50,130000,70,16,J138,JJ4,19064,203010.57978262997,0.011895314661942293,82866.188944,399430.21384
pytorch_resnet50,130000,257,64,J44,JJ5,25606,2321884.480627328,0.010801949336250873,43361.55585039999,1370343.8518793334
pytorch_resnet50,130000,257,64,J56,JJ6,32105,461525.1281358218,0.011199191116526733,43293.01593786667,1370101.26067
pytorch_alexnet,130000,1171,128,J29,JJ7,38381,597943.2458504806,0.005012283465076485,45776.328444125,530754.87789775
tf_alexnet,130000,291,128,J109,JJ8,44969,767576.4689877493,0.007281705541720509,61401.9214418,489513.49565100006
tf_resnet50,130000,77,64,J152,JJ9,51295,145588.94027032284,0.004157578159302431,51423.92842124999,323937.18588
pytorch_alexnet,130000,2957,256,J22,JJ10,57826,360701.90666416794,0.013260538108223047,43214.05668984001,1220389.301204
pytorch_alexnet,130000,972,1024,J4,JJ11,64323,771361.2808097866,0.009246723111036366,51759.161954639996,373270.5585648
pytorch_resnet50,130000,257,64,J60,JJ12,70718,2710149.4986780803,0.010098019265204646,43283.22451934286,1370066.6042199999
tf_vgg19,130000,7,8,J162,JJ13,77037,273115.5329212748,0.008343172268057824,43954.86382,577068.044
tf_resnet50,130000,126,32,J143,JJ14,83482,427708.4430244436,0.013895705919122581,105828.28641,590751.42966
tf_resnet50,130000,88,32,J139,JJ15,89986,171397.44641794253,0.0032622259723401378,73911.3896928,412606.66409599996
pytorch_resnet50,130000,38,8,J45,JJ16,96424,479133.2991090156,0.0066245104668987715,65387.795081,241321.66760000002
pytorch_resnet50,130000,67,16,J58,JJ17,102922,526645.2392881394,0.003039253489476416,83754.26811057143,386430.27850857144
tf_resnet50,130000,103,16,J134,JJ18,109411,1109356.1784864187,0.003430624018290849,121935.0316255,587735.186065
tf_vgg19,130000,7,8,J168,JJ19,115930,250997.09599901087,0.004614702510592418,43954.86729666667,577070.0002666668
tf_vgg19,130000,11,16,J157,JJ20,122382,377635.1756585305,0.008095849799214232,46791.794885,661074.2908
tf_vgg19,130000,14,32,J161,JJ21,128696,209766.67502494674,0.005156386559448352,45375.293516,684993.1074000001
tf_resnet50,130000,40,8,J145,JJ22,135193,510054.7876980322,0.0133063861552693,72835.66930285713,310264.3628571428
pytorch_alexnet,130000,1135,128,J5,JJ23,141489,763945.4023196686,0.010659923700114624,44407.2190639,514482.09644449997
tf_resnet50,130000,133,64,J132,JJ24,147870,769134.9974729676,0.009121717656831046,88774.893998,560058.7045433333
pytorch_vgg19,130000,8111,32,J82,JJ25,154318,52435750.28615332,0.01087835665590308,43200.50333454667,181844071.21601665
pytorch_resnet50,130000,3472,32,J47,JJ26,160710,23429616.21416216,0.003141391462999226,43206.4289692,19014756.502
tf_alexnet,130000,415,256,J118,JJ27,167029,333115.6740707084,0.010840672982360241,73386.63565975,597988.35285
tf_alexnet,130000,291,128,J109,JJ28,173326,926202.20368134,0.011941420427522241,61401.9214418,489513.49565100006
pytorch_alexnet,130000,1121,512,J31,JJ29,179758,261399.04216884542,0.005737005753760202,75677.6078328,439955.76567075006
pytorch_resnet50,130000,255,64,J36,JJ30,186155,1675352.1555175174,0.003384901221182319,43296.1379871,1360642.5119399999
pytorch_alexnet,130000,2943,256,J10,JJ31,192570,2343936.3864514083,0.014648361002350736,43210.50346134,1214781.5104128001
tf_vgg19,130000,11,16,J163,JJ32,198962,550300.7410375045,0.010773634824478667,46791.541808,661086.2346
tf_vgg19,130000,7,8,J153,JJ33,205404,1263135.3952972612,0.00834810251049465,43954.83267,577050.43578
tf_vgg19,130000,14,32,J176,JJ34,211883,1176752.0869220248,0.009243356427739685,45374.453635,685011.5464499999
pytorch_vgg19,130000,7098,32,J70,JJ35,218373,205430419.36823276,0.010774406717770873,43206.037843877995,159130241.65038
