UniqueJobsID,VMtype,GpuType,GpuNumber,maxGpuNumber,cost,ExecutionTime
JJ1,Standard_NC6,K80,1,1,0.56,200291.87809902854
JJ1,Standard_NC12,K80,1,2,1.13,200291.87809902854
JJ1,Standard_NC12,K80,2,2,1.13,190987.7252448
JJ1,Standard_NC24,K80,1,4,2.25,200291.87809902854
JJ1,Standard_NC24,K80,2,4,2.25,190987.7252448
JJ1,Standard_NC24,K80,3,4,2.25,175563.53835805712
JJ1,Standard_NC24,K80,4,4,2.25,158609.34299005714
JJ1,Standard_NC24X,K80,1,8,4.48,200291.87809902854
JJ1,Standard_NC24X,K80,2,8,4.48,190987.7252448
JJ1,Standard_NC24X,K80,3,8,4.48,175563.53835805712
JJ1,Standard_NC24X,K80,4,8,4.48,158609.34299005714
JJ1,Standard_NC24X,K80,5,8,4.48,141043.14417222858
JJ1,Standard_NC24X,K80,6,8,4.48,123170.94370114288
JJ1,Standard_NC24X,K80,7,8,4.48,105123.88507594285
JJ1,Standard_NC24X,K80,8,8,4.48,86967.5401716
JJ1,Standard_NV6,M60,1,1,0.62,182001.9330737143
JJ1,Standard_NV12,M60,1,2,1.24,182001.9330737143
JJ1,Standard_NV12,M60,2,2,1.24,189358.23558205715
JJ1,Standard_NV24,M60,1,4,2.48,182001.9330737143
JJ1,Standard_NV24,M60,2,4,2.48,189358.23558205715
JJ1,Standard_NV24,M60,3,4,2.48,182829.78227674286
JJ1,Standard_NV24,M60,4,4,2.48,172830.1400269714
JJ1,Standard_NV24X,M60,1,8,4.96,182001.9330737143
JJ1,Standard_NV24X,M60,2,8,4.96,189358.23558205715
JJ1,Standard_NV24X,M60,3,8,4.96,182829.78227674286
JJ1,Standard_NV24X,M60,4,8,4.96,172830.1400269714
JJ1,Standard_NV24X,M60,5,8,4.96,161442.02222091425
JJ1,Standard_NV24X,M60,6,8,4.96,149359.66661880002
JJ1,Standard_NV24X,M60,7,8,4.96,136880.6037097714
JJ1,Standard_NV24X,M60,8,8,4.96,124153.5987384
JJ1,In-house server 3,Quadro P600,1,8,0.44,479624.2791497143
JJ1,In-house server 3,Quadro P600,2,8,0.44,215874.0365609143
JJ1,In-house server 3,Quadro P600,3,8,0.44,64590.13994022857
JJ1,In-house server 3,Quadro P600,4,8,0.44,158609.34299005714
JJ1,In-house server 3,Quadro P600,5,8,0.44,141043.14417222858
JJ1,In-house server 3,Quadro P600,6,8,0.44,123170.94370114288
JJ1,In-house server 3,Quadro P600,7,8,0.44,105123.88507594285
JJ1,In-house server 3,Quadro P600,8,8,0.44,86967.5401716
JJ1,In-house server 1,Quadro P600,1,2,0.11,479624.2791497143
JJ1,In-house server 1,Quadro P600,2,2,0.11,215874.0365609143
JJ1,In-house server 2,GTX 1080Ti,1,8,1.13,161799.60662674287
JJ1,In-house server 2,GTX 1080Ti,2,8,1.13,187558.3678056
JJ1,In-house server 2,GTX 1080Ti,3,8,1.13,190855.77857657144
JJ1,In-house server 2,GTX 1080Ti,4,8,1.13,188537.8517993143
JJ1,In-house server 2,GTX 1080Ti,5,8,1.13,183973.78995977144
JJ1,In-house server 2,GTX 1080Ti,6,8,1.13,178286.66058908572
JJ1,In-house server 2,GTX 1080Ti,7,8,1.13,171957.77837417144
JJ1,In-house server 2,GTX 1080Ti,8,8,1.13,165227.80060474286
JJ2,Standard_NC6,K80,1,1,0.56,85919.96491519999
JJ2,Standard_NC12,K80,1,2,1.13,85919.96491519999
JJ2,Standard_NC12,K80,2,2,1.13,87989.025088
JJ2,Standard_NC24,K80,1,4,2.25,85919.96491519999
JJ2,Standard_NC24,K80,2,4,2.25,87989.025088
JJ2,Standard_NC24,K80,3,4,2.25,98325.9936384
JJ2,Standard_NC24,K80,4,4,2.25,110729.9392896
JJ2,Standard_NC24X,K80,1,8,4.48,85919.96491519999
JJ2,Standard_NC24X,K80,2,8,4.48,87989.025088
JJ2,Standard_NC24X,K80,3,8,4.48,98325.9936384
JJ2,Standard_NC24X,K80,4,8,4.48,110729.9392896
JJ2,Standard_NC24X,K80,5,8,4.48,123960.67576320001
JJ2,Standard_NC24X,K80,6,8,4.48,137604.80768000003
JJ2,Standard_NC24X,K80,7,8,4.48,151485.165568
JJ2,Standard_NC24X,K80,8,8,4.48,165513.164544
JJ2,Standard_NV6,M60,1,1,0.62,77283.12846080001
JJ2,Standard_NV12,M60,1,2,1.24,77283.12846080001
JJ2,Standard_NV12,M60,2,2,1.24,78899.4307968
JJ2,Standard_NV24,M60,1,4,2.48,77283.12846080001
JJ2,Standard_NV24,M60,2,4,2.48,78899.4307968
JJ2,Standard_NV24,M60,3,4,2.48,86965.3629696
JJ2,Standard_NV24,M60,4,4,2.48,96643.702592
JJ2,Standard_NV24X,M60,1,8,4.96,77283.12846080001
JJ2,Standard_NV24X,M60,2,8,4.96,78899.4307968
JJ2,Standard_NV24X,M60,3,8,4.96,86965.3629696
JJ2,Standard_NV24X,M60,4,8,4.96,96643.702592
JJ2,Standard_NV24X,M60,5,8,4.96,106967.00519679999
JJ2,Standard_NV24X,M60,6,8,4.96,117612.7892992
JJ2,Standard_NV24X,M60,7,8,4.96,128442.84851200001
JJ2,Standard_NV24X,M60,8,8,4.96,139388.079744
JJ2,In-house server 3,Quadro P600,1,8,0.44,217825.67910399998
JJ2,In-house server 3,Quadro P600,2,8,0.44,226809.464064
JJ2,In-house server 3,Quadro P600,3,8,0.44,271830.738432
JJ2,In-house server 3,Quadro P600,4,8,0.44,325861.385088
JJ2,In-house server 3,Quadro P600,5,8,0.44,383495.78060800006
JJ2,In-house server 3,Quadro P600,6,8,0.44,442932.05068800005
JJ2,In-house server 3,Quadro P600,7,8,0.44,503397.96339199995
JJ2,In-house server 3,Quadro P600,8,8,0.44,564507.4026240001
JJ2,In-house server 1,Quadro P600,1,2,0.11,217825.67910399998
JJ2,In-house server 1,Quadro P600,2,2,0.11,226809.464064
JJ2,In-house server 2,GTX 1080Ti,1,8,1.13,67743.2315904
JJ2,In-house server 2,GTX 1080Ti,2,8,1.13,68859.436096
JJ2,In-house server 2,GTX 1080Ti,3,8,1.13,74416.87420159999
JJ2,In-house server 2,GTX 1080Ti,4,8,1.13,81084.6207232
JJ2,In-house server 2,GTX 1080Ti,5,8,1.13,88196.49058560001
JJ2,In-house server 2,GTX 1080Ti,6,8,1.13,95530.422144
